wav,affect,length,predictions
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_M012.wav,Sadness,7.1179375,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_M014.wav,Sadness,5.508375,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_M015.wav,Sadness,4.589,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_M019.wav,Anger,3.28,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_M020.wav,Sadness,7.30525,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_M021.wav,Sadness,2.2694375,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_M022.wav,Sadness,3.12875,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_F000.wav,Neutral,2.937125,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_F001.wav,Surprise,5.0234375,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_F002.wav,Sadness,4.09,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_F003.wav,Sadness,3.831,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_F004.wav,Sadness,4.738875,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_F005.wav,Sadness,1.54,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_F006.wav,Sadness,2.1899375,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_F007.wav,Sadness,0.7641875,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_F008.wav,Sadness,5.1888125,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_F009.wav,Sadness,3.0175625,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_F010.wav,Sadness,1.5515625,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_F011.wav,Sadness,1.8758125,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_F012.wav,Sadness,4.668375,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_F013.wav,Sadness,2.5705625,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_F014.wav,Sadness,2.8253125,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_F015.wav,Sadness,1.9915625,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_F016.wav,Sadness,1.7831875,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_F017.wav,Sadness,2.037875,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_F018.wav,Sadness,2.01475,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_M000.wav,Sadness,1.958125,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_M001.wav,Sadness,4.4499375,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_M002.wav,Sadness,15.034375,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_M003.wav,Sadness,7.97,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_M004.wav,Sadness,16.92,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_M005.wav,Sadness,9.3499375,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_M006.wav,Sadness,12.943375,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_M007.wav,Sadness,6.4799375,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_M008.wav,Sadness,6.976375,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_M009.wav,Sadness,17.7676875,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_M010.wav,Sadness,3.738875,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_M011.wav,Sadness,7.4096875,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_M012.wav,Sadness,2.8799375,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_M013.wav,Sadness,5.9439375,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_M014.wav,Sadness,4.7468125,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_M015.wav,Sadness,7.46725,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_M016.wav,Sadness,12.088625,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_M017.wav,Sadness,14.9609375,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_M018.wav,Sadness,2.6109375,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_M019.wav,Sadness,9.6955,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_M020.wav,Sadness,1.8295,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_M021.wav,Sadness,5.5560625,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_M022.wav,Sadness,2.07825,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_M023.wav,Sadness,2.9179375,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_F000.wav,Sadness,5.09,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_F001.wav,Sadness,2.7099375,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_F002.wav,Sadness,6.74,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_F003.wav,Sadness,1.6399375,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_F004.wav,Sadness,2.411125,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_F005.wav,Sadness,2.7981875,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_F006.wav,Sadness,6.065125,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_F007.wav,Sadness,6.79,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_F008.wav,Sadness,8.2238125,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_F009.wav,Sadness,2.1099375,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_F010.wav,Sadness,3.3295,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_F011.wav,Sadness,2.1599375,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_F012.wav,Sadness,3.099,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_F013.wav,Sadness,6.0155,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_F014.wav,Neutral,1.2428125,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M001.wav,Surprise,4.876625,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M002.wav,Neutral,2.56,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M003.wav,Neutral,1.33,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M004.wav,Neutral,7.1899375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M005.wav,Neutral,6.7599375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M006.wav,Neutral,2.3843125,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M007.wav,Neutral,9.3799375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M008.wav,Neutral,5.3499375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M009.wav,Neutral,10.705125,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M010.wav,Neutral,6.3080625,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M011.wav,Neutral,8.602125,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M012.wav,Neutral,5.66,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M013.wav,Neutral,14.5299375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M014.wav,Neutral,2.23,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M015.wav,Neutral,8.1,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M016.wav,Neutral,2.1560625,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M017.wav,Neutral,8.1399375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M018.wav,Neutral,14.1411875,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M019.wav,Neutral,4.98175,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script03_1/Ses02M_script03_1_F015.wav,Fear,2.508,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script03_1/Ses02M_script03_1_F016.wav,Fear,5.15125,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script03_1/Ses02M_script03_1_M000.wav,Fear,1.7175625,Fear
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_M000.wav,Neutral,2.735625,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_M018.wav,Happiness,1.5940625,Happiness
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_M019.wav,Happiness,2.21875,Happiness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_2/Ses02M_script01_2_F000.wav,Anger,2.3529375,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_2/Ses02M_script01_2_F001.wav,Anger,4.09,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_2/Ses02M_script01_2_F002.wav,Anger,3.17,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_2/Ses02M_script01_2_F003.wav,Anger,2.33,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_2/Ses02M_script01_2_F004.wav,Anger,2.74,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_2/Ses02M_script01_2_F005.wav,Anger,2.25,Anger
